类别,伽马GR/API,钍TH/ppm,铀U/ppm,钾K/%,光电吸收截面指数Pe/bam*e-1,中子CNL/%,密度DEN/cm3
安山质,120.672,8.5441,1.8514,3.8811,7.1199,8.8047,2.503034
安山质,120.246,9.8632,1.8445,3.8884,5.9808,9.1156,2.28704
安山质,108.199,9.1712,0.881,3.822,4.0579,14.4524,2.524795
安山质,111.528,5.1966,0.9631,2.7192,5.4189,14.5081,2.442539
安山质,102.178,5.221,0.7905,3.6542,7.8212,14.3692,2.329839
安山质,109.213,7.4828,1.3341,3.7398,4.1558,19.3099,2.660364
安山质,88.543,4.9351,1.0582,2.5907,4.7146,19.0522,2.386759
安山质,127.865,6.8171,1.4618,3.8763,7.2574,12.3671,2.206162
安山质,120.502,2.1774,1.7666,3.5102,4.5863,17.4942,2.534786
安山质,88.025,3.2393,1.1024,3.0399,6.1899,18.8598,2.494963
安山质,61.774,3.4422,0.8862,2.5036,9.0632,17.9478,2.577596
安山质,81.14,10.1896,1.3064,3.0847,8.3944,10.0829,2.194535
安山质,101.717,10.3065,1.7198,3.0839,4.1122,17.3374,2.286444
安山质,57.516,8.698,1.5591,3.0318,4.1072,9.2079,2.213885
安山质,128.256,11.0757,1.4427,3.2541,8.3627,15.0874,2.205617
安山质,60.208,2.4603,0.9354,3.6738,5.8675,18.6002,2.359045
安山质,123.478,4.481,1.8631,3.517,6.1106,13.4416,2.251775
安山质,63.554,4.7388,1.4746,3.5041,9.1799,15.4102,2.626529
安山质,122.712,3.7008,1.9179,2.841,5.6377,11.7485,2.235752
安山质,72.324,10.5654,1.284,3.5034,8.415,16.7491,2.656517
安山质,99.122,7.8049,1.8517,2.9527,5.6048,10.3263,2.430779
安山质,83.803,6.0945,0.8222,3.7039,6.902,10.0189,2.361946
安山质,88.288,10.341,0.9845,2.8981,8.2739,18.8989,2.401768
安山质,117.185,3.8002,1.6032,3.5737,8.2851,19.0375,2.636612
安山质,118.68,4.2451,1.07,2.8971,9.0023,17.6881,2.191277
安山质,67.695,4.9253,1.3642,2.6827,6.6821,9.6336,2.201333
安山质,72.786,7.1885,1.4886,3.0251,5.6993,11.7603,2.581303
安山质,55.391,8.1136,1.1778,2.5759,4.2078,15.9451,2.489769
安山质,120.459,9.6838,1.8015,2.6471,7.9556,11.4164,2.702387
安山质,72.548,2.0907,1.3263,3.0971,5.1352,9.627,2.442025
安山质,73.08,5.8063,1.4906,3.5527,6.8207,17.5977,2.440434
安山质,72.749,6.479,1.6402,3.065,4.4513,14.9737,2.42818
安山质,72.498,6.3549,1.9277,3.7775,8.1179,14.363,2.360547
安山质,93.257,3.7922,1.5623,3.4903,5.5245,17.3857,2.629412
安山质,100.807,8.0667,1.7812,3.6778,9.198,9.3751,2.162916
安山质,123.392,9.9937,1.3612,3.2654,7.4323,18.17,2.417696
安山质,115.0,11.3224,1.0059,3.8545,7.5307,17.4374,2.247603
安山质,75.178,7.5491,1.6633,2.7715,8.4731,17.5449,2.494162
安山质,124.625,7.2065,0.8648,2.8535,7.7924,19.8481,2.319231
安山质,53.094,8.1987,1.5462,3.0178,8.5297,15.7804,2.434035
安山质,60.604,8.3248,1.0823,2.8025,5.2735,9.98,2.691648
安山质,64.059,2.2958,0.8586,2.7228,8.8919,8.7374,2.506324
安山质,115.863,8.1015,0.8899,2.522,4.9097,15.337,2.461698
安山质,119.0,2.9905,0.7643,2.8775,7.1305,10.1365,2.206267
安山质,81.74,2.6967,1.5475,2.9605,4.6496,9.55,2.176653
安山质,128.506,11.4558,1.5837,3.751,8.586,17.9329,2.337102
安山质,92.569,10.5219,0.6914,3.038,6.7337,18.4691,2.634517
安山质,50.631,4.7133,1.1943,3.5493,6.471,13.707,2.454039
安山质,92.453,6.8606,1.595,3.4865,4.9142,18.8644,2.213445
安山质,123.829,7.9367,1.4021,3.1287,4.1852,19.0093,2.574102
安山质,115.788,11.3583,0.6431,3.609,4.4847,16.9976,2.203948
安山质,97.691,4.767,0.7781,2.8785,7.7942,11.126,2.557068
安山质,89.895,10.7362,1.4266,3.5999,6.0287,8.8573,2.174161
安山质,124.129,3.7552,1.2431,2.6556,5.8546,11.6994,2.201973
安山质,119.826,9.9608,1.3176,3.0489,4.9562,18.2972,2.62575
安山质,70.108,3.1239,1.5337,3.2182,7.4628,15.6687,2.449096
安山质,120.689,4.1935,1.5802,3.1359,5.912,12.9149,2.237181
安山质,72.666,6.1876,1.9168,2.8753,4.6705,9.5508,2.467078
安山质,114.346,5.4519,1.14,3.499,4.4063,11.5082,2.223141
安山质,56.936,3.4276,1.6457,3.7802,6.102,12.4939,2.201532
安山质,59.229,10.341,1.142,2.7932,8.5827,17.9667,2.382209
安山质,104.597,11.2436,1.433,2.9841,4.6457,9.2388,2.502913
安山质,128.349,4.7911,1.958,3.1564,7.0679,11.8127,2.546517
安山质,77.469,7.7192,0.7285,3.3782,3.95,12.7879,2.381297
安山质,56.084,3.5849,1.255,2.5329,7.6709,17.742,2.395575
安山质,109.07,7.2931,1.5345,2.9521,6.6407,17.4515,2.43986
安山质,79.607,2.3395,1.242,2.793,8.9533,10.2839,2.618769
安山质,104.686,8.1901,1.3519,2.7618,4.941,11.5693,2.45617
安山质,129.102,2.7436,1.3315,3.238,5.6309,9.2656,2.506098
安山质,88.343,5.7376,1.0408,2.8298,5.1749,17.8475,2.680721
安山质,58.835,10.4308,1.568,2.746,9.0671,19.928,2.378596
安山质,84.263,6.4822,1.7911,3.5158,5.5746,11.8378,2.608618
安山质,86.74,5.3665,0.6814,2.8819,5.1729,18.1341,2.35897
安山质,90.402,6.2809,0.9345,3.5693,7.8234,19.6568,2.189274
安山质,99.02,10.7959,1.7697,2.858,7.749,11.4146,2.703045
安山质,85.68,8.6011,1.2963,3.2603,8.6723,17.3298,2.471128
安山质,103.564,8.3147,1.5462,2.7899,4.6424,9.5222,2.281039
安山质,71.04,10.4157,1.2498,3.867,4.3228,13.3504,2.314028
安山质,123.671,6.6436,1.0783,3.4534,5.5469,9.8656,2.385674
安山质,100.223,7.9725,0.6902,2.8605,6.3465,11.3888,2.296842
安山质,120.783,4.8682,0.876,3.604,9.1275,11.4379,2.506281
安山质,63.018,4.0442,0.6649,2.9574,6.2853,10.1047,2.346773
安山质,121.013,9.7782,1.589,3.407,6.6341,18.9377,2.703654
安山质,70.918,7.1288,1.3199,2.6677,6.6402,18.3983,2.578876
安山质,52.814,9.9371,1.4074,3.7477,7.9753,17.2157,2.610947
安山质,93.44,2.0723,1.9324,3.511,4.856,13.2318,2.631544
安山质,59.613,4.2027,1.8579,3.6624,5.6107,10.6821,2.528712
安山质,110.104,5.5782,1.6604,2.7547,7.1351,17.4361,2.303008
安山质,61.029,7.1368,1.6139,3.2881,4.2899,9.8633,2.42118
安山质,59.542,8.351,0.9952,2.9256,6.6629,18.9439,2.211763
安山质,65.789,6.7846,1.6584,3.8524,8.8253,16.6831,2.489531
安山质,94.74,8.7496,1.2089,2.967,4.2105,14.2444,2.280244
安山质,122.708,9.4121,1.7716,3.0462,4.9694,19.3756,2.388004
安山质,70.041,4.7766,0.7642,2.7743,5.1836,12.8325,2.51389
安山质,72.022,10.1623,1.8103,2.842,5.7982,19.068,2.346927
安山质,128.429,3.7254,0.6187,3.2485,8.1091,16.5474,2.55746
安山质,69.365,6.0258,1.183,3.3846,8.8532,9.8083,2.191623
安山质,127.901,9.4481,1.1556,3.5742,5.6692,17.1543,2.493548
安山质,73.882,8.5621,1.3831,3.1932,9.1121,10.9601,2.634617
安山质,62.776,10.7869,1.6435,3.2159,6.7432,12.2321,2.423368
安山质,127.475,10.8364,1.5182,3.5605,7.6768,17.0069,2.302033
安山质,118.098,8.0363,0.8782,2.7773,4.2395,15.4017,2.654176
安山质,106.688,11.091,1.2501,2.9245,5.176,18.4757,2.307825
安山质,109.692,7.9467,0.8022,3.2933,7.3818,16.3433,2.498409
安山质,81.937,9.2727,1.3631,3.0184,4.8408,9.7398,2.690344
安山质,112.534,2.3355,1.4622,2.9495,7.5583,11.5135,2.295689
安山质,70.926,2.0293,1.6351,3.8438,7.677,15.78,2.577269
安山质,115.696,9.755,1.4585,2.7533,5.7288,10.7333,2.171143
安山质,90.53,2.1608,1.5956,3.4502,8.2842,18.1423,2.253569
安山质,104.75,9.0831,1.5338,2.6038,6.0245,16.6253,2.449117
安山质,104.79,3.2188,0.6364,3.0416,8.203,19.6338,2.241996
安山质,105.745,4.0816,1.21,3.1748,8.4285,13.2193,2.263639
安山质,74.998,7.0835,0.7189,3.1095,8.119,18.7267,2.458511
安山质,61.221,5.6285,1.9277,3.6997,6.7523,12.7255,2.465485
安山质,89.095,7.1059,0.8642,3.3007,7.8547,10.3146,2.525277
安山质,80.378,9.939,1.9454,3.4937,5.3365,10.3403,2.582924
安山质,71.337,10.9885,1.6094,2.8608,4.165,15.7253,2.596401
安山质,97.539,5.8673,1.1024,2.587,6.6051,8.7212,2.253519
安山质,82.661,10.7248,0.6273,3.1582,8.9911,11.141,2.33385
安山质,87.225,3.3782,0.6671,2.707,8.0951,19.2426,2.570797
安山质,83.515,8.1644,1.9884,3.0936,7.4054,17.7107,2.364583
安山质,97.98,9.8239,1.2607,2.6827,6.2231,19.2111,2.508059
安山质,101.079,6.5342,0.889,2.6975,4.7434,15.5188,2.287198
安山质,106.007,3.9576,1.7355,3.7652,6.1856,19.1386,2.51621
安山质,69.983,10.1222,1.0945,3.3931,8.1601,17.8611,2.256949
安山质,85.605,4.3088,1.6531,3.4224,6.4957,12.9698,2.267076
安山质,96.01,9.9197,1.9804,3.8636,8.4139,17.669,2.543996
安山质,59.067,7.8962,0.701,3.0681,7.9762,10.2928,2.434993
安山质,95.183,7.4446,0.6273,3.7247,5.7946,15.6989,2.284109
安山质,119.794,10.5661,1.8485,3.5618,7.6687,14.4819,2.334259
安山质,102.099,2.5215,0.728,3.8692,7.8527,19.3325,2.369214
安山质,123.858,8.6123,1.7236,3.6207,9.0383,12.7082,2.345658
安山质,98.646,8.4228,1.3764,3.8152,4.0757,11.0393,2.695201
安山质,62.098,2.9116,1.4576,3.3257,7.0782,12.051,2.262398
安山质,113.316,6.1169,0.6894,3.3099,8.2299,10.3449,2.178991
安山质,78.331,7.5789,0.8474,2.5035,8.0161,12.2846,2.421133
安山质,60.497,3.362,0.8915,3.6327,4.4691,11.0136,2.465889
安山质,71.587,11.1666,1.0256,3.1865,4.4085,19.6314,2.380623
安山质,92.209,11.0614,0.8191,3.2103,6.8783,19.7129,2.66519
安山质,116.609,7.496,1.3788,3.5561,7.9663,11.7722,2.709275
安山质,61.881,4.8785,0.6299,3.5601,4.1807,19.3698,2.416991
安山质,64.875,9.6927,1.5664,2.6081,7.6042,16.5834,2.271647
安山质,97.973,7.2714,1.2649,3.8055,4.334,15.2938,2.174361
安山质,56.676,5.3279,1.6781,3.4444,5.2713,15.6145,2.341771
安山质,101.119,4.1186,1.0257,3.412,8.4495,18.7686,2.521659
安山质,116.73,11.31,1.3258,3.0075,6.7884,10.9317,2.692954
安山质,98.593,3.2696,1.4589,3.1991,8.5661,15.3435,2.399765
安山质,124.74,10.703,1.8248,3.5279,5.0864,12.4831,2.198091
安山质,81.23,3.7265,0.8796,2.8814,5.6665,11.4123,2.388587
安山质,101.382,3.9591,0.6137,2.5547,5.1973,11.6708,2.342644
安山质,129.173,2.6377,1.7036,3.2423,5.4825,14.6725,2.26375
安山质,77.347,7.9707,0.6475,2.6812,8.5864,19.1304,2.390954
安山质,114.791,7.6452,1.8878,3.2493,5.5744,17.1759,2.339164
安山质,88.215,4.9834,1.9632,3.7881,6.3105,12.173,2.265438
安山质,125.015,7.5782,0.7562,3.1686,4.9173,9.725,2.31666
安山质,105.199,7.5223,1.6765,3.3625,5.6166,10.6252,2.304435
安山质,100.174,7.285,1.11,3.1313,4.9127,14.6187,2.471143
安山质,58.802,8.4035,1.4986,3.4054,8.3258,9.4035,2.437699
安山质,118.156,6.0806,1.8296,3.0153,4.288,9.3409,2.6541
安山质,70.011,7.1776,1.1154,3.393,8.1442,15.6835,2.181838
安山质,104.631,2.5055,1.5241,2.5235,5.4972,18.7408,2.359173
安山质,72.465,9.2404,1.5448,3.1126,8.6215,13.9318,2.446301
安山质,116.492,2.3929,1.1988,3.5119,6.7256,16.0977,2.204891
安山质,110.863,6.6117,0.7528,3.8983,7.7453,9.5993,2.164149
安山质,55.931,8.5871,1.4568,3.4413,7.3146,10.5039,2.288816
安山质,62.056,6.774,1.6512,3.4107,6.1479,12.94,2.421196
安山质,120.427,8.1383,1.7817,3.236,7.4121,18.3334,2.674393
安山质,73.219,8.3009,0.8784,3.4447,5.3939,11.9706,2.495482
安山质,100.796,10.3317,1.8135,3.2934,9.033,17.4276,2.320621
安山质,54.11,11.3679,0.9918,3.3085,5.2313,15.56,2.228705
安山质,79.307,8.776,0.8543,3.533,6.5623,9.4011,2.474523
安山质,112.019,8.2207,0.8168,3.7846,8.648,15.0276,2.554368
安山质,123.855,3.9248,1.0537,3.1463,6.2288,19.8969,2.25352
安山质,120.518,8.7167,1.2879,2.7677,8.7756,14.1595,2.399253
安山质,67.94,9.9726,1.4605,3.2385,7.8304,17.9624,2.435095
安山质,67.611,8.7535,1.9439,3.4028,8.8719,19.9082,2.438044
安山质,54.535,5.0822,1.868,3.4553,8.5186,17.4255,2.452034
安山质,106.504,10.2393,0.7788,3.8958,4.0833,13.6594,2.412175
安山质,53.491,8.0673,1.1375,2.674,5.4427,14.2945,2.459049
安山质,66.22,5.5616,1.6563,3.5171,6.3908,18.4441,2.413111
安山质,109.438,10.7763,0.6317,2.7142,4.9671,9.76,2.371378
安山质,72.418,6.7161,0.8083,2.6912,4.8827,15.683,2.469074
安山质,63.677,4.9631,1.4564,3.0971,4.7173,12.9119,2.580937
安山质,110.66,10.251,0.8618,2.8938,8.9718,19.611,2.435112
安山质,71.402,10.2936,1.7679,3.2585,4.6069,19.0973,2.657158
安山质,84.209,3.8728,1.4864,3.5658,5.4647,19.458,2.420068
安山质,81.549,8.7664,1.522,2.7379,7.3681,17.6872,2.308379
安山质,83.022,4.409,1.4546,2.8939,7.2381,10.1182,2.598507
安山质,122.271,2.0042,0.9514,2.8334,5.5209,11.2741,2.246414
安山质,108.503,9.5311,1.3566,2.5843,6.324,15.0009,2.466852
安山质,129.492,11.1586,1.9017,2.8868,5.9957,18.0727,2.321946
安山质,92.411,4.417,1.6714,3.4689,8.739,12.4431,2.403666
安山质,118.094,10.9241,0.6028,3.0634,7.6066,13.2121,2.681313
安山质,103.625,9.1615,0.8344,3.553,5.1907,15.5491,2.396983
安山质,55.54,5.5022,1.4686,2.7756,5.2339,10.4368,2.325104
安山质,114.411,6.8878,1.8244,3.0385,5.5353,13.7962,2.346742
安山质,79.851,6.6403,1.5351,3.8323,5.9127,18.7217,2.466748
安山质,71.172,3.2079,0.6658,3.0559,5.0813,13.464,2.596788
安山质,106.341,6.267,1.5085,2.6012,6.7595,9.6908,2.704139
安山质,88.213,3.3545,1.1378,2.5398,4.7816,12.0278,2.25459
安山质,70.051,5.714,0.7482,3.7245,7.3989,14.195,2.363172
安山质,59.56,10.1039,1.7336,3.3997,6.0884,13.4239,2.698284
安山质,90.247,10.0423,1.0971,3.8157,6.6421,12.4384,2.342068
安山质,56.138,8.8428,0.8814,2.6717,4.3427,9.7421,2.331976
安山质,76.447,5.639,0.8286,3.7508,7.7709,15.2851,2.193826
安山质,119.645,10.8308,0.6126,3.8952,4.2631,17.9356,2.195885
安山质,88.887,7.4799,1.8539,2.979,7.8576,15.6551,2.407515
安山质,97.172,7.1153,0.9927,3.0542,6.2791,17.1179,2.417274
安山质,102.652,9.5131,1.3656,3.7328,5.1536,14.6326,2.697679
安山质,109.616,7.6605,1.399,3.2652,6.6702,19.1009,2.387941
安山质,92.328,7.6825,0.8068,3.2105,9.0132,17.4371,2.66712
安山质,111.22,9.1618,0.805,3.2529,7.5003,18.1087,2.232399
安山质,60.182,7.5728,1.1959,3.4538,6.0368,14.3651,2.282832
安山质,124.753,8.8035,1.6869,3.8545,4.5844,14.6839,2.212071
安山质,101.021,7.8695,1.2082,2.8347,8.4015,16.8885,2.632604
安山质,86.19,9.1522,1.9356,3.5261,6.0984,17.0628,2.64089
安山质,78.849,10.4566,0.9606,2.788,7.7181,18.0738,2.477642
安山质,128.162,4.2362,1.7445,3.7851,4.4045,13.6632,2.412416
安山质,66.756,7.2782,0.6738,3.3946,4.7638,12.9544,2.250167
安山质,50.128,5.8043,1.5762,3.5755,6.0198,10.4284,2.263723
安山质,65.081,6.7143,1.2285,3.3254,6.6354,14.3038,2.227018
安山质,115.897,5.8577,0.8617,3.1445,5.6073,17.9798,2.564072
安山质,91.127,2.9489,1.9901,2.8122,7.9538,10.5603,2.669096
安山质,86.292,2.4442,1.4709,3.7296,6.6992,16.4532,2.279259
安山质,101.741,8.4275,1.8777,3.4944,6.5387,18.2872,2.456319
安山质,67.95,3.1114,1.5137,3.0235,8.7629,12.7996,2.240577
安山质,108.074,2.5642,1.8143,2.8606,5.4554,12.2101,2.610772
安山质,75.144,4.4598,0.6066,2.8869,5.9135,11.3353,2.163598
安山质,111.255,10.6039,1.8987,3.6854,3.8779,19.8671,2.269987
安山质,114.692,2.5938,1.8834,3.8578,4.8015,12.9608,2.558932
安山质,88.872,3.9557,1.7941,2.9666,6.5485,12.3751,2.173232
安山质,118.96,4.9873,0.6498,3.6174,4.0933,11.7545,2.299742
安山质,102.903,11.3906,1.3408,3.4786,4.462,14.3492,2.442436
安山质,62.855,4.0942,1.6246,3.5938,6.309,14.999,2.255667
安山质,58.078,10.6322,1.5014,2.742,7.1062,19.5116,2.581932
安山质,106.779,8.9389,1.962,3.4457,7.1239,19.9175,2.669138
安山质,119.081,10.5136,1.4344,3.3675,8.8372,15.8044,2.618124
安山质,85.801,2.5018,1.2131,3.6223,6.7468,8.968,2.500839
安山质,105.991,4.833,0.8118,3.7631,5.7844,12.7875,2.280938
安山质,69.211,5.8038,1.7511,2.5836,5.4609,14.3485,2.307711
安山质,92.927,8.628,1.0728,3.8464,4.7079,18.4355,2.250261
安山质,110.866,3.8004,1.1408,3.5832,9.1791,10.7914,2.169903
安山质,61.005,4.9649,0.8697,3.4081,8.0809,17.5038,2.670004
安山质,93.559,10.9896,0.8314,2.8297,3.9355,12.6633,2.311067
安山质,58.576,4.8836,0.7553,2.5435,9.1546,19.189,2.526065
安山质,124.241,7.9414,1.7104,2.9335,3.843,12.4422,2.221697
安山质,62.471,10.7881,0.6774,3.1383,8.9255,12.2376,2.695407
安山质,107.451,3.9123,1.3693,3.1022,6.5122,18.7254,2.232221
安山质,66.572,10.1439,1.4855,3.596,7.6111,16.33,2.492069
安山质,103.414,7.0472,1.8215,3.3572,7.6038,18.0072,2.378939
安山质,67.145,8.8334,1.5418,2.9108,4.6921,10.1214,2.315893
安山质,114.403,7.53,1.1007,2.5781,6.7125,19.6508,2.562523
安山质,88.594,8.9788,0.6735,3.3878,8.4718,11.3803,2.406811
安山质,69.043,10.5432,0.6364,2.689,5.9489,19.942,2.37703
安山质,84.738,7.4404,1.4184,3.6615,6.4451,14.0808,2.524701
安山质,103.603,2.384,1.0375,3.8146,4.389,16.5051,2.635876
安山质,53.03,10.7844,0.6935,2.8866,3.9163,10.3475,2.31304
安山质,118.197,4.2284,1.6532,3.3915,4.9378,15.2704,2.176975
安山质,118.324,3.4483,0.8446,3.2069,9.0436,11.1541,2.206541
安山质,121.225,10.6728,1.6543,3.7801,7.1564,13.9671,2.2364
安山质,106.047,5.9077,0.7315,3.6558,4.0677,9.2668,2.437548
安山质,52.732,10.1751,0.7616,3.2003,7.1148,13.2753,2.369068
安山质,65.104,7.3977,1.887,3.7206,6.0663,9.0347,2.184452
安山质,60.371,7.5633,1.6877,3.8879,7.5583,15.1298,2.263449
安山质,116.343,5.3331,1.8226,2.6984,7.5424,13.729,2.256223
安山质,124.924,9.8369,1.3056,3.5507,7.8675,19.1147,2.241261
安山质,121.347,9.4528,1.9173,2.5754,4.5046,16.8647,2.615392
安山质,90.635,6.2752,1.9734,3.5228,4.7427,16.8982,2.476344
安山质,93.209,3.4563,1.809,2.8883,5.2469,12.9999,2.596558
安山质,81.255,5.9268,0.6677,3.3975,8.9982,14.5368,2.229761
安山质,119.838,8.2522,1.7864,3.7407,5.1968,14.5625,2.188472
安山质,97.704,4.7774,0.9833,2.9308,4.2209,12.4393,2.284906
安山质,57.92,11.3544,1.0303,3.1991,6.7475,11.0249,2.654925
安山质,123.829,5.5486,1.7904,3.6616,4.9671,13.6234,2.596325
安山质,106.056,9.8538,0.6219,2.9282,8.0188,12.0656,2.180006
安山质,74.971,9.1315,1.3091,3.6057,7.2573,16.2816,2.547512
安山质,104.035,9.997,1.5841,3.1,5.0081,19.2262,2.413417
安山质,82.364,9.7111,1.235,3.4966,7.2901,17.1243,2.569528
安山质,119.975,3.9265,1.234,3.7152,5.0482,11.5031,2.331183
安山质,106.724,2.1243,0.7249,2.8269,8.3214,13.648,2.472876
安山质,55.299,7.7707,1.5196,2.5209,8.556,15.3389,2.45562
安山质,125.878,6.2706,0.8282,3.6304,4.1677,11.9118,2.227802
安山质,97.567,4.1258,1.3506,2.5211,8.107,10.5293,2.706372
安山质,82.452,7.8132,1.5871,3.1012,4.3559,19.1334,2.31589
安山质,63.273,7.2275,1.6989,3.4537,7.5465,9.166,2.40268
安山质,91.923,2.4892,1.766,3.0873,8.8068,9.3255,2.694295
安山质,87.65,4.6043,1.4006,3.4391,8.9102,9.7469,2.674497
安山质,100.002,7.105,0.9776,3.5928,6.2824,13.5432,2.663402
安山质,98.904,8.5325,1.5663,3.3626,4.1476,12.1121,2.669771
安山质,100.123,7.4795,1.7267,2.919,4.3295,14.5334,2.256612
安山质,94.623,5.2853,0.8192,3.7573,5.2367,19.7208,2.540435
安山质,111.933,6.2199,1.4742,2.8126,7.2283,16.537,2.256362
安山质,95.049,9.9197,1.0069,3.1032,6.825,18.4905,2.658361
安山质,104.872,3.1798,1.4078,2.5024,4.7567,15.7407,2.243596
安山质,80.189,9.3549,1.3064,2.8321,7.3353,11.6761,2.276587
安山质,77.067,4.4719,1.3716,3.5495,9.0291,15.6604,2.638008
安山质,113.152,9.426,1.7506,3.2855,4.9307,10.0385,2.283656
安山质,102.496,10.5403,1.3374,3.838,9.0919,13.7344,2.498687
安山质,90.938,3.5212,0.9818,2.5456,4.4132,10.5214,2.165947
安山质,113.549,8.928,1.4238,2.7749,6.3592,13.3625,2.286384
安山质,100.706,5.254,1.9181,3.1548,5.2214,13.8106,2.27438
安山质,129.804,7.7561,1.7422,2.7483,6.9972,11.3211,2.491858
安山质,109.309,4.4773,1.7273,2.7334,7.6384,10.7664,2.563474
安山质,75.83,2.9986,0.6702,3.6824,8.3981,9.8065,2.408872
安山质,92.471,5.6366,0.7948,3.6379,5.3882,17.8205,2.222272
安山质,57.567,7.1636,1.8956,3.6426,8.8893,16.8735,2.642902
安山质,73.151,6.7661,1.9084,3.2808,6.4972,18.3794,2.468272
安山质,106.532,10.7113,1.1274,3.5714,6.7508,18.2222,2.299085
安山质,63.975,2.3663,1.8479,3.7527,6.813,12.0821,2.448929
安山质,95.629,5.585,0.6125,2.9835,5.5682,14.6329,2.705208
安山质,121.16,2.6771,0.6265,3.5225,5.9867,15.4353,2.550121
安山质,128.683,2.396,1.125,2.9755,4.9547,9.9016,2.334929
安山质,115.705,7.524,1.214,3.8216,6.2118,19.4993,2.630119
安山质,68.549,2.8336,1.0785,2.8958,9.1791,10.3352,2.284071
安山质,94.774,5.9523,1.6056,2.7499,5.2828,10.193,2.447437
安山质,128.078,5.2017,1.7783,2.8545,9.1723,10.205,2.648701
安山质,80.747,6.577,1.4258,3.47,7.3846,14.4866,2.364408
安山质,99.42,2.5916,0.7536,3.153,6.0764,12.7309,2.408443
安山质,105.169,2.6523,1.9323,2.8525,7.528,14.4026,2.432679
安山质,81.977,10.7242,0.7123,2.7398,8.9659,9.7283,2.374778
安山质,127.844,5.666,0.9303,3.4792,5.9729,11.3511,2.166828
安山质,71.464,9.5643,0.9255,3.6952,4.6256,10.4384,2.219529
安山质,82.829,7.4303,1.8757,2.5134,3.9561,17.7697,2.225354
安山质,106.326,9.3897,0.8102,3.2066,8.5426,19.2559,2.194124
安山质,113.019,10.1564,0.7567,3.85,5.0575,13.7934,2.43336
安山质,52.451,10.4992,1.9355,2.7474,5.8542,13.9597,2.20634
安山质,69.586,4.0538,0.6956,2.6755,6.1419,11.7312,2.675998
安山质,95.001,3.0944,1.2969,3.8271,8.3239,11.0511,2.622516
安山质,118.059,3.205,1.5798,3.6444,4.6459,8.9956,2.643394
安山质,85.302,4.4258,0.8305,3.4722,7.149,18.4241,2.225928
安山质,57.149,9.0991,1.3621,2.8197,4.2923,12.2541,2.582774
安山质,88.099,2.4607,0.8311,3.2786,5.3597,18.0694,2.355871
安山质,55.821,6.9131,1.4993,2.7284,8.2754,16.0897,2.472533
安山质,58.819,6.9458,1.7434,2.8107,5.7103,19.773,2.414671
安山质,80.944,4.4123,1.4288,3.6124,9.1172,9.1711,2.694211
安山质,111.268,2.5293,1.8678,2.8861,8.3982,10.5901,2.549017
安山质,53.131,8.9581,1.0056,3.354,7.6195,19.6529,2.397897
安山质,116.064,4.0523,0.7147,2.5683,6.6512,14.277,2.645895
安山质,67.749,8.5527,1.7148,3.3036,6.2304,18.0658,2.669936
安山质,79.619,10.7937,0.8071,3.511,4.0005,18.3386,2.650663
安山质,70.609,8.7658,1.9755,2.6741,7.8148,12.3228,2.533802
安山质,83.642,2.8898,0.7458,3.8884,9.1531,12.0564,2.332456
安山质,70.978,5.1807,0.6697,3.1614,8.9286,11.9811,2.34011
安山质,111.049,6.5995,0.6814,2.6262,6.2058,18.4122,2.310462
安山质,120.871,8.6486,1.5485,2.6804,7.9738,14.4599,2.684778
安山质,89.158,8.1811,0.6255,2.8206,5.108,16.2144,2.255376
安山质,100.415,10.7447,0.8281,3.8337,5.6957,16.3732,2.295881
安山质,103.51,4.8148,0.7616,2.8218,8.1201,14.2108,2.549017
安山质,65.759,2.3472,1.1889,3.2836,8.331,18.4579,2.373471
安山质,111.262,10.3592,1.7394,2.734,8.6734,19.6614,2.513705
安山质,107.052,2.4856,1.221,3.0153,4.3203,16.0496,2.183015
安山质,58.164,5.8207,1.3405,3.134,5.7991,10.9746,2.261455
安山质,123.847,9.5454,1.6414,3.2481,6.1129,9.8155,2.69391
安山质,125.828,9.1332,0.6179,3.4796,6.1257,14.3843,2.705354
安山质,117.901,10.5689,0.9852,3.1073,7.602,17.8631,2.222302
安山质,66.429,10.6825,1.2615,3.3362,9.0562,13.064,2.363395
安山质,102.629,9.6752,1.8147,3.4024,5.7924,18.3157,2.507946
安山质,110.25,5.1811,1.7892,3.2446,7.6576,13.3603,2.272559
安山质,77.783,11.0122,1.6332,3.621,8.1683,15.1264,2.261222
